species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Biscoe,36.4,17.1,184.0,2850.0,FEMALE
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE
Gentoo,Biscoe,49.9,16.1,,5400.0,MALE
Adelie,Torgersen,,17.2,189.0,3200.0,FEMALE
Chinstrap,,50.8,18.5,201.0,4450.0,MALE
Adelie,Torgersen,39.7,18.4,190.0,3900.0,MALE
Chinstrap,Dream,,17.0,196.0,3500.0,FEMALE
,Dream,33.1,16.1,,2900.0,FEMALE
Adelie,,37.6,17.0,185.0,,FEMALE
Adelie,Biscoe,40.1,18.9,188.0,4300.0,MALE
,Biscoe,49.8,16.8,230.0,5700.0,MALE
Adelie,Torgersen,,18.6,,3325.0,MALE
,Biscoe,46.4,15.6,221.0,5000.0,MALE
,Biscoe,43.2,14.5,,4450.0,
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,FEMALE
Gentoo,Biscoe,,15.9,,5350.0,MALE
Adelie,Biscoe,38.1,17.0,181.0,3175.0,FEMALE
Adelie,Biscoe,,18.7,180.0,3600.0,
,Biscoe,46.6,14.2,210.0,4850.0,FEMALE
Adelie,,37.7,16.0,,3075.0,FEMALE
,Biscoe,45.1,14.4,210.0,,FEMALE
Adelie,Biscoe,,20.7,191.0,,
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,FEMALE
Adelie,Torgersen,34.4,18.4,184.0,3325.0,FEMALE
Gentoo,Biscoe,40.9,13.7,214.0,,FEMALE
Adelie,Dream,35.6,17.5,191.0,3175.0,FEMALE
Gentoo,Biscoe,44.4,,219.0,5250.0,MALE
Adelie,Biscoe,35.0,17.9,192.0,3725.0,FEMALE
,Torgersen,40.2,17.0,176.0,3450.0,FEMALE
Adelie,Dream,,18.5,186.0,3100.0,FEMALE
Adelie,,36.4,17.0,,3325.0,FEMALE
Adelie,Biscoe,37.8,18.3,174.0,,FEMALE
Gentoo,Biscoe,,15.9,,5350.0,MALE
Adelie,Dream,33.1,16.1,,2900.0,FEMALE
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,FEMALE
Gentoo,Biscoe,40.9,13.7,214.0,4650.0,FEMALE
,Dream,40.7,17.0,190.0,3725.0,MALE
Adelie,Torgersen,,18.4,190.0,,MALE
Gentoo,Biscoe,42.0,13.5,210.0,4150.0,FEMALE
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE
Adelie,Biscoe,39.7,18.9,,3550.0,MALE
Gentoo,,51.3,14.2,218.0,5300.0,MALE
Gentoo,Biscoe,50.8,17.3,,5600.0,MALE
,,,20.7,210.0,,MALE
Adelie,Dream,38.8,20.0,190.0,3950.0,MALE
Adelie,Torgersen,34.6,21.1,198.0,,MALE
Adelie,Torgersen,,18.6,,3325.0,MALE
,Dream,51.5,18.7,187.0,3250.0,MALE
,Dream,50.5,18.4,200.0,3400.0,FEMALE
Adelie,Torgersen,35.9,16.6,190.0,3050.0,
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,MALE
Gentoo,,46.9,14.6,222.0,4875.0,FEMALE
Adelie,Biscoe,,17.0,185.0,3600.0,FEMALE
Chinstrap,Dream,,,197.0,3450.0,MALE
Adelie,Biscoe,37.9,18.6,172.0,3150.0,FEMALE
Adelie,Dream,43.2,18.5,,4100.0,MALE
Gentoo,,52.1,,230.0,,
Chinstrap,Dream,,19.5,196.0,3900.0,MALE
Adelie,Torgersen,41.1,,182.0,,FEMALE
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,FEMALE
Chinstrap,Dream,51.3,19.2,193.0,3650.0,MALE
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE
Adelie,Torgersen,36.2,,187.0,3150.0,FEMALE
Chinstrap,Dream,50.5,18.4,,3400.0,
,Dream,49.7,18.6,195.0,3600.0,MALE
Adelie,Torgersen,33.5,19.0,190.0,,FEMALE
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE
,Dream,53.5,19.9,205.0,4500.0,
Adelie,Dream,44.1,,196.0,4400.0,MALE
Gentoo,Biscoe,44.0,13.6,208.0,4350.0,FEMALE
Chinstrap,,49.7,,195.0,3600.0,MALE
Gentoo,Biscoe,,13.3,213.0,5100.0,FEMALE
Adelie,,,17.9,190.0,,FEMALE
Chinstrap,Dream,55.8,19.8,207.0,4000.0,MALE
Gentoo,,49.6,,216.0,4750.0,MALE
Chinstrap,Dream,45.2,17.8,198.0,3950.0,
Adelie,,41.5,18.3,195.0,,MALE
Gentoo,Biscoe,50.0,15.3,220.0,,MALE
Adelie,Dream,41.1,17.5,,3900.0,MALE
,Biscoe,48.4,14.4,,,FEMALE
Adelie,Dream,,17.0,195.0,3325.0,FEMALE
Adelie,,,17.1,193.0,3400.0,FEMALE
Gentoo,,42.8,14.2,,4700.0,
Adelie,,37.9,,193.0,2925.0,FEMALE
Adelie,Dream,38.1,18.6,190.0,,FEMALE
,Biscoe,,17.5,186.0,3550.0,
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,
Gentoo,Biscoe,49.6,,225.0,5700.0,MALE
Chinstrap,Dream,46.9,,,2700.0,FEMALE
Chinstrap,Dream,46.4,18.6,190.0,3450.0,FEMALE
Adelie,Torgersen,34.1,18.1,193.0,3475.0,
Adelie,Dream,39.2,18.6,190.0,4250.0,MALE
,Biscoe,,18.3,174.0,,FEMALE
Gentoo,,,13.7,214.0,4650.0,FEMALE
Adelie,Dream,32.1,15.5,188.0,3050.0,
Gentoo,,46.1,15.1,215.0,5100.0,
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE
Adelie,,38.6,,191.0,3800.0,MALE
Adelie,Biscoe,40.1,18.9,188.0,4300.0,MALE
,Dream,36.4,17.0,195.0,3325.0,FEMALE
,,54.2,,201.0,,MALE
,Biscoe,49.8,16.8,,,MALE
Adelie,Dream,40.8,18.9,208.0,4300.0,MALE
Adelie,Biscoe,35.0,17.9,190.0,3450.0,FEMALE
Adelie,Torgersen,38.8,17.6,191.0,3275.0,
,Dream,49.5,19.0,200.0,3800.0,MALE
,,50.8,15.7,226.0,5200.0,
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,
Chinstrap,Dream,,16.5,189.0,3650.0,FEMALE
Chinstrap,Dream,46.6,17.8,193.0,,FEMALE
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE
Chinstrap,Dream,50.2,,198.0,3775.0,FEMALE
Gentoo,Biscoe,45.1,14.4,210.0,4400.0,FEMALE
Adelie,Torgersen,39.0,17.1,191.0,3050.0,FEMALE
Adelie,Dream,39.2,18.6,190.0,4250.0,MALE
,Biscoe,43.5,14.2,220.0,4700.0,FEMALE
Chinstrap,Dream,52.0,20.7,,,
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,MALE
Adelie,Biscoe,,18.0,192.0,3950.0,
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,MALE
,Biscoe,39.7,18.9,184.0,3550.0,MALE
Gentoo,Biscoe,48.2,15.6,221.0,,MALE
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,MALE
Adelie,Torgersen,41.1,17.6,182.0,3200.0,FEMALE
,Biscoe,50.7,15.0,223.0,,MALE
Adelie,Torgersen,34.4,18.4,184.0,3325.0,FEMALE
Gentoo,Biscoe,47.4,,212.0,4725.0,FEMALE
Chinstrap,Dream,50.5,18.4,,3400.0,
Adelie,Dream,40.8,18.4,195.0,3900.0,MALE
Chinstrap,Dream,49.2,18.2,,4400.0,
,Biscoe,37.6,19.1,194.0,3750.0,MALE
Chinstrap,Dream,50.5,18.4,200.0,3400.0,FEMALE
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE
Adelie,Biscoe,40.1,18.9,188.0,4300.0,MALE
,Dream,58.0,17.8,181.0,3700.0,FEMALE
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,MALE
,,37.7,18.7,180.0,3600.0,MALE
Gentoo,Biscoe,45.7,13.9,214.0,4400.0,FEMALE
Adelie,,37.6,17.0,185.0,,FEMALE
,Dream,53.5,19.9,205.0,4500.0,
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE
Gentoo,Biscoe,43.2,14.5,208.0,,FEMALE
Chinstrap,Dream,50.8,18.5,201.0,4450.0,MALE
Chinstrap,Dream,46.6,17.8,193.0,,FEMALE
,Biscoe,34.5,,187.0,2900.0,
Gentoo,,45.5,15.0,220.0,5000.0,MALE
Adelie,Dream,39.5,17.8,188.0,3300.0,FEMALE
Gentoo,Biscoe,46.2,14.5,,4800.0,FEMALE
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE
Adelie,Torgersen,37.7,19.8,198.0,3500.0,MALE
,Biscoe,50.7,15.0,223.0,,MALE
Adelie,Torgersen,42.5,,197.0,4500.0,MALE
Adelie,Dream,39.5,17.8,,,
Chinstrap,Dream,,16.4,199.0,3325.0,FEMALE
Adelie,Biscoe,42.7,18.3,196.0,4075.0,MALE
Adelie,Dream,,18.5,201.0,4000.0,MALE
Adelie,Dream,41.1,18.1,205.0,4300.0,MALE
Chinstrap,Dream,42.5,16.7,,3350.0,
Adelie,,35.1,19.4,193.0,4200.0,
Chinstrap,Dream,45.2,17.8,198.0,3950.0,FEMALE
Chinstrap,Dream,46.9,16.6,192.0,2700.0,FEMALE
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,MALE
Adelie,Biscoe,37.6,19.1,194.0,,MALE
Gentoo,,50.8,17.3,228.0,5600.0,MALE
Chinstrap,,47.5,16.8,199.0,,FEMALE
Gentoo,,45.4,14.6,211.0,4800.0,
Chinstrap,Dream,49.6,18.2,193.0,3775.0,MALE
Adelie,Torgersen,33.5,19.0,190.0,,FEMALE
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE
Adelie,Dream,42.2,18.5,180.0,3550.0,
Adelie,,,,199.0,4000.0,MALE
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE
Adelie,Biscoe,35.0,17.9,190.0,3450.0,FEMALE
Adelie,,33.1,16.1,178.0,2900.0,FEMALE
Gentoo,Biscoe,49.3,15.7,,5850.0,
Adelie,Torgersen,,17.0,188.0,2900.0,FEMALE
Adelie,Torgersen,34.6,21.1,198.0,4400.0,MALE
Adelie,Dream,37.3,,192.0,3000.0,FEMALE
Gentoo,Biscoe,47.5,,,,
Gentoo,,48.4,16.3,220.0,5400.0,MALE
Adelie,Dream,41.1,,205.0,4300.0,MALE
Adelie,Dream,41.1,18.1,205.0,4300.0,MALE
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE
Adelie,,35.5,17.5,,3700.0,FEMALE
,Torgersen,,18.9,197.0,4150.0,MALE
Chinstrap,,,,202.0,3400.0,FEMALE
Adelie,Biscoe,,17.2,199.0,3750.0,FEMALE
Gentoo,Biscoe,,14.6,222.0,4875.0,FEMALE
Chinstrap,Dream,45.5,17.0,196.0,3500.0,FEMALE
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE
Adelie,Dream,,18.8,190.0,3600.0,FEMALE
Gentoo,Biscoe,46.1,15.1,215.0,,MALE
,Dream,50.5,18.4,200.0,3400.0,FEMALE
Gentoo,Biscoe,,14.2,,4700.0,
Adelie,Dream,43.2,18.5,192.0,4100.0,MALE
Adelie,Torgersen,40.2,17.0,176.0,3450.0,FEMALE
Chinstrap,Dream,45.2,17.8,198.0,3950.0,FEMALE
Chinstrap,Dream,46.8,16.5,189.0,3650.0,FEMALE
Gentoo,Biscoe,,13.8,216.0,,
Gentoo,Biscoe,45.2,16.4,223.0,,
Adelie,,42.2,19.5,197.0,4275.0,MALE
Adelie,,,20.0,190.0,,
Chinstrap,Dream,46.5,17.9,192.0,3500.0,FEMALE
Adelie,Biscoe,37.7,,183.0,3075.0,FEMALE
Gentoo,Biscoe,45.5,13.9,210.0,,
Chinstrap,Dream,,18.7,198.0,3775.0,FEMALE
,,,20.7,210.0,,MALE
Adelie,Torgersen,44.1,18.0,,4000.0,
Adelie,Dream,,,187.0,3425.0,FEMALE
Adelie,Biscoe,41.1,18.2,192.0,4050.0,MALE
Adelie,Dream,36.2,17.3,,3300.0,FEMALE
Chinstrap,Dream,40.9,16.6,187.0,,FEMALE
Adelie,Torgersen,34.6,17.2,189.0,3200.0,
Adelie,Dream,,16.1,178.0,,
,Biscoe,48.7,,222.0,5350.0,MALE
Gentoo,Biscoe,48.4,14.4,,4625.0,FEMALE
Adelie,Torgersen,,20.6,190.0,3650.0,MALE
Chinstrap,Dream,45.7,17.0,195.0,3650.0,FEMALE
,Dream,51.0,18.8,203.0,4100.0,MALE
,Dream,40.2,,193.0,3400.0,FEMALE
Gentoo,Biscoe,,15.1,222.0,,MALE
Adelie,Dream,36.2,17.3,,3300.0,FEMALE
Adelie,Dream,35.6,17.5,191.0,,FEMALE
Gentoo,Biscoe,46.1,15.1,215.0,5100.0,MALE
Chinstrap,,49.6,,193.0,3775.0,MALE
Adelie,Dream,,19.7,,4400.0,MALE
,Dream,,,196.0,,MALE
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,MALE
Adelie,Torgersen,41.4,18.5,202.0,3875.0,MALE
Chinstrap,Dream,51.0,18.8,203.0,4100.0,MALE
Chinstrap,Dream,50.5,18.4,200.0,3400.0,FEMALE
Chinstrap,Dream,54.2,20.8,201.0,,MALE
Chinstrap,,46.5,17.9,,3500.0,FEMALE
Adelie,,46.0,21.5,194.0,,MALE
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,MALE
Chinstrap,Dream,49.5,19.0,200.0,3800.0,MALE
Adelie,Dream,36.2,17.3,187.0,3300.0,FEMALE
Adelie,Dream,43.2,18.5,,4100.0,MALE
,Biscoe,,14.2,209.0,4600.0,FEMALE
Adelie,Dream,40.8,18.9,208.0,4300.0,MALE
,,46.8,15.4,215.0,5150.0,MALE
Adelie,,35.7,,,3550.0,
Adelie,Dream,37.0,,185.0,3400.0,FEMALE
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE
Gentoo,Biscoe,50.5,15.9,222.0,,MALE
Adelie,Dream,35.7,,202.0,3550.0,FEMALE
Gentoo,Biscoe,50.0,,224.0,5350.0,MALE
Adelie,,34.0,17.1,185.0,3400.0,FEMALE
Gentoo,Biscoe,47.2,15.5,215.0,,FEMALE
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,MALE
Gentoo,Biscoe,42.6,13.7,213.0,4950.0,
Adelie,,35.0,17.9,190.0,3450.0,FEMALE
Adelie,Torgersen,42.8,18.5,195.0,,MALE
,Dream,38.8,,190.0,,MALE
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,FEMALE
Chinstrap,Dream,51.7,20.3,194.0,3775.0,MALE
Adelie,Biscoe,35.0,,190.0,3450.0,FEMALE
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE
Chinstrap,Dream,49.0,19.6,212.0,4300.0,MALE
Gentoo,,45.2,14.8,212.0,5200.0,FEMALE
,,41.1,17.5,190.0,,MALE
Adelie,,36.4,17.0,195.0,3325.0,FEMALE
Chinstrap,Dream,,16.5,189.0,3650.0,FEMALE
Adelie,Dream,41.1,18.1,205.0,4300.0,MALE
Gentoo,Biscoe,45.2,,,5200.0,FEMALE
Adelie,Dream,37.0,,185.0,3000.0,FEMALE
Adelie,Torgersen,36.2,,187.0,3150.0,FEMALE
Chinstrap,Dream,52.2,,197.0,3450.0,MALE
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE
Gentoo,,46.1,,215.0,5100.0,MALE
Adelie,,34.4,18.4,,3325.0,FEMALE
Adelie,Biscoe,35.3,18.9,187.0,3800.0,FEMALE
Chinstrap,,52.0,20.7,210.0,,MALE
Chinstrap,Dream,50.1,17.9,190.0,3400.0,FEMALE
,Dream,41.1,17.5,190.0,3900.0,MALE
,Dream,58.0,17.8,181.0,3700.0,FEMALE
Gentoo,Biscoe,49.9,16.1,213.0,5400.0,MALE
Gentoo,Biscoe,46.4,,,4700.0,FEMALE
Gentoo,Biscoe,43.8,13.9,208.0,4300.0,FEMALE
Chinstrap,,58.0,,181.0,3700.0,FEMALE
Adelie,Torgersen,,17.0,188.0,2900.0,FEMALE
Adelie,Torgersen,34.6,21.1,198.0,4400.0,MALE
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,MALE
Chinstrap,Dream,47.0,17.3,185.0,3700.0,FEMALE
Adelie,Dream,36.0,17.1,187.0,3700.0,FEMALE
,Dream,49.2,18.2,195.0,4400.0,MALE
Gentoo,,,,210.0,,FEMALE
,Biscoe,,14.2,,4700.0,
Adelie,,37.9,18.6,172.0,3150.0,FEMALE
Adelie,Dream,38.8,,,3950.0,MALE
Adelie,,39.2,21.1,,4150.0,MALE
Adelie,,46.0,21.5,194.0,,MALE
,Dream,49.2,18.2,195.0,4400.0,MALE
,Biscoe,50.0,15.2,,5700.0,
Chinstrap,Dream,47.6,18.3,195.0,,
,Biscoe,,,,5400.0,MALE
Gentoo,,46.5,14.4,,4900.0,FEMALE
,Dream,49.7,18.6,195.0,3600.0,MALE
Adelie,Torgersen,44.1,18.0,,4000.0,
Adelie,Dream,,17.0,190.0,3725.0,MALE
Chinstrap,Dream,49.2,18.2,195.0,4400.0,MALE
,Biscoe,45.2,15.8,215.0,5300.0,MALE
Adelie,Torgersen,41.1,18.6,189.0,3325.0,MALE
Adelie,Biscoe,37.7,,183.0,3075.0,FEMALE
Gentoo,Biscoe,44.0,,208.0,4350.0,FEMALE
Chinstrap,,51.3,19.2,193.0,3650.0,MALE
Adelie,Torgersen,37.3,20.5,,3775.0,MALE
,Biscoe,43.2,14.5,,4450.0,
Adelie,Torgersen,35.5,17.5,,3700.0,FEMALE
Chinstrap,Dream,,17.3,181.0,3600.0,FEMALE
Gentoo,Biscoe,45.8,,,4700.0,FEMALE
,Biscoe,46.8,14.3,215.0,4850.0,
Adelie,Dream,,,195.0,3325.0,FEMALE
Adelie,Dream,39.2,18.6,190.0,4250.0,MALE
Adelie,Biscoe,38.2,18.1,185.0,3950.0,MALE
Chinstrap,,43.5,18.1,202.0,3400.0,FEMALE
Gentoo,,43.4,14.4,,4600.0,
Adelie,Dream,33.1,16.1,178.0,2900.0,FEMALE
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,MALE
Adelie,Dream,37.6,19.3,181.0,3300.0,FEMALE
Chinstrap,Dream,45.7,17.0,195.0,3650.0,FEMALE
Adelie,Dream,,17.0,195.0,3325.0,FEMALE
Gentoo,Biscoe,,15.1,209.0,5500.0,MALE
Chinstrap,Dream,46.0,18.9,195.0,4150.0,FEMALE
Gentoo,Biscoe,,,,,
,Biscoe,49.1,,212.0,4625.0,FEMALE
Adelie,Dream,39.2,18.6,190.0,4250.0,MALE
Gentoo,,,14.4,210.0,4400.0,FEMALE
Chinstrap,Dream,45.7,17.0,195.0,3650.0,
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE
,Dream,49.6,,193.0,3775.0,
Adelie,Dream,35.7,,202.0,3550.0,FEMALE
Adelie,Dream,,18.1,193.0,3750.0,MALE
Chinstrap,,42.5,16.7,187.0,3350.0,FEMALE
,Biscoe,39.7,18.9,184.0,3550.0,
Chinstrap,Dream,49.5,19.0,200.0,3800.0,MALE
Gentoo,Biscoe,,15.9,,5350.0,MALE
Adelie,Biscoe,41.3,21.1,195.0,4400.0,MALE
Chinstrap,Dream,46.9,,,2700.0,FEMALE
,Dream,50.2,18.7,198.0,,
,Biscoe,37.6,19.1,194.0,3750.0,MALE
Adelie,Biscoe,39.7,17.7,,3200.0,FEMALE
Adelie,Biscoe,35.0,17.9,192.0,3725.0,FEMALE
Adelie,Biscoe,40.6,18.8,193.0,3800.0,MALE
Adelie,Dream,,18.5,199.0,4475.0,MALE
,Biscoe,36.4,17.1,,2850.0,FEMALE
Adelie,,39.5,17.8,188.0,3300.0,FEMALE
Gentoo,Biscoe,,15.2,221.0,6300.0,MALE
Chinstrap,Dream,46.5,17.9,,3500.0,FEMALE
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE
Gentoo,,54.3,15.7,231.0,5650.0,MALE
Gentoo,Biscoe,45.1,14.4,210.0,4400.0,FEMALE
Adelie,,40.8,,,4300.0,MALE
Gentoo,Biscoe,42.0,,210.0,4150.0,FEMALE
Adelie,Torgersen,37.7,,198.0,3500.0,MALE
,Dream,39.2,18.6,190.0,,MALE
Adelie,Dream,39.2,18.6,190.0,,MALE
Chinstrap,Dream,,,195.0,,FEMALE
Chinstrap,,50.8,18.5,201.0,4450.0,MALE
Gentoo,Biscoe,44.4,,219.0,5250.0,MALE
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,FEMALE
Chinstrap,Dream,46.5,17.9,,3500.0,FEMALE
Adelie,Dream,,19.3,,3300.0,FEMALE
Gentoo,,45.8,14.2,219.0,4700.0,FEMALE
Adelie,Dream,40.8,18.4,195.0,3900.0,MALE
Chinstrap,Dream,50.7,19.7,203.0,4050.0,MALE
Adelie,Torgersen,35.7,17.0,,3350.0,FEMALE
,Dream,45.7,17.0,195.0,3650.0,FEMALE
,,41.1,17.5,190.0,,MALE
Adelie,Torgersen,,,,,
Gentoo,Biscoe,,14.2,,4700.0,
Adelie,Torgersen,36.2,,187.0,,FEMALE
Adelie,Torgersen,,19.0,195.0,3450.0,FEMALE
Chinstrap,Dream,52.0,19.0,197.0,4150.0,MALE
Adelie,,40.7,17.0,,3725.0,
Adelie,,,20.2,190.0,4250.0,
Adelie,Biscoe,,20.7,191.0,,
Gentoo,Biscoe,50.0,15.9,,5350.0,MALE
Chinstrap,Dream,50.6,19.4,193.0,3800.0,MALE
Gentoo,,47.3,,216.0,4725.0,
Adelie,Biscoe,39.7,17.7,,3200.0,FEMALE
Gentoo,Biscoe,55.9,17.0,228.0,5600.0,MALE
Adelie,Biscoe,39.6,17.7,186.0,3500.0,FEMALE
Adelie,Torgersen,36.7,19.3,193.0,3450.0,FEMALE
Adelie,Biscoe,36.4,17.1,184.0,2850.0,FEMALE
Adelie,,42.0,19.5,200.0,4050.0,MALE
Chinstrap,Dream,46.4,17.8,191.0,3700.0,FEMALE
Adelie,Dream,33.1,,178.0,2900.0,FEMALE
Gentoo,Biscoe,45.8,,,4700.0,FEMALE
Adelie,Biscoe,35.9,19.2,189.0,3800.0,FEMALE
,Dream,40.8,18.4,,3900.0,
Adelie,Biscoe,38.1,17.0,181.0,3175.0,FEMALE
Gentoo,Biscoe,,14.1,,5300.0,MALE
Adelie,Dream,38.8,,190.0,3950.0,MALE
Adelie,Torgersen,39.1,,181.0,3750.0,
Gentoo,Biscoe,40.9,13.7,214.0,4650.0,
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,FEMALE
Gentoo,Biscoe,45.2,13.8,,4750.0,FEMALE
Gentoo,Biscoe,50.5,,222.0,,MALE
Gentoo,,43.5,14.2,220.0,4700.0,FEMALE
Gentoo,Biscoe,49.2,15.2,,6300.0,MALE
,Dream,55.8,,207.0,4000.0,MALE
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,MALE
Adelie,Biscoe,37.8,18.3,174.0,,FEMALE
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,MALE
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,MALE
Adelie,Torgersen,41.1,18.6,189.0,3325.0,MALE
Adelie,Torgersen,,17.4,,3800.0,FEMALE
Chinstrap,Dream,53.5,19.9,205.0,4500.0,MALE
Adelie,Dream,39.2,21.1,196.0,4150.0,MALE
Gentoo,Biscoe,40.9,13.7,,4650.0,FEMALE
Chinstrap,Dream,46.5,17.9,,3500.0,FEMALE
Adelie,Torgersen,34.6,21.1,198.0,4400.0,MALE
,,53.5,19.9,205.0,,MALE
Gentoo,Biscoe,49.9,,,5400.0,MALE
,Dream,43.2,18.5,192.0,4100.0,
Chinstrap,Dream,50.8,18.5,201.0,,MALE
Gentoo,,43.4,14.4,,4600.0,
Gentoo,,55.9,17.0,228.0,5600.0,MALE
Gentoo,Biscoe,50.8,15.7,,5200.0,
Adelie,Dream,39.5,17.8,188.0,3300.0,FEMALE
Chinstrap,Dream,51.3,18.2,197.0,3750.0,MALE
Chinstrap,Dream,,17.0,196.0,3500.0,FEMALE
Adelie,Dream,39.2,21.1,196.0,4150.0,MALE
Gentoo,Biscoe,,15.2,221.0,6300.0,MALE
Chinstrap,,50.8,18.5,201.0,4450.0,MALE
,Torgersen,38.5,17.9,190.0,3325.0,FEMALE
Adelie,Biscoe,42.0,19.5,,4050.0,MALE
,Biscoe,,13.7,208.0,3950.0,FEMALE
,Biscoe,,18.3,174.0,,FEMALE
Adelie,,36.2,17.3,187.0,3300.0,
Gentoo,,43.5,15.2,213.0,4650.0,FEMALE
Chinstrap,Dream,49.2,18.2,195.0,4400.0,MALE
Adelie,Dream,38.3,19.2,189.0,3950.0,MALE
Adelie,Dream,41.1,19.0,182.0,3425.0,MALE
,Biscoe,,,,5400.0,MALE
Gentoo,Biscoe,42.0,13.5,210.0,4150.0,FEMALE
Adelie,Torgersen,,17.3,180.0,3700.0,
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,FEMALE
Chinstrap,Dream,47.5,16.8,199.0,3900.0,FEMALE
Gentoo,Biscoe,,15.6,221.0,5450.0,MALE
Adelie,Biscoe,40.1,18.9,188.0,4300.0,MALE
Adelie,Dream,38.1,17.6,,3425.0,FEMALE
Adelie,Torgersen,34.6,17.2,189.0,3200.0,FEMALE
Gentoo,Biscoe,44.0,,208.0,4350.0,FEMALE
Adelie,Torgersen,34.1,18.1,193.0,3475.0,
Adelie,Biscoe,37.6,,194.0,3750.0,MALE
Gentoo,,,13.7,214.0,4650.0,FEMALE
Adelie,,39.0,,185.0,,MALE
Chinstrap,Dream,46.6,17.8,193.0,,FEMALE
Gentoo,Biscoe,49.1,14.8,220.0,5150.0,FEMALE
,Dream,,17.5,,,MALE
Adelie,Dream,36.5,,182.0,3150.0,FEMALE
Gentoo,,,15.7,208.0,5350.0,MALE
,Dream,35.6,17.5,,3175.0,FEMALE
,Biscoe,46.8,14.3,215.0,4850.0,
Gentoo,Biscoe,45.8,14.6,210.0,4200.0,
Chinstrap,Dream,54.2,20.8,201.0,,MALE
Adelie,Biscoe,,,190.0,4250.0,MALE
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,MALE
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE
Gentoo,Biscoe,50.0,15.9,224.0,,MALE
,Torgersen,,17.6,182.0,3200.0,FEMALE
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,MALE
Gentoo,,45.5,14.5,212.0,,
Chinstrap,Dream,45.5,17.0,,3500.0,FEMALE
,Dream,45.7,17.0,195.0,3650.0,FEMALE
Gentoo,,,15.8,216.0,4925.0,MALE
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,
Adelie,,35.5,17.5,,3700.0,FEMALE
Gentoo,,43.8,13.9,208.0,4300.0,FEMALE
Chinstrap,,47.5,16.8,199.0,3900.0,
Gentoo,Biscoe,,13.8,216.0,,
Chinstrap,Dream,47.5,16.8,199.0,3900.0,FEMALE
Gentoo,,55.9,17.0,228.0,5600.0,MALE
Chinstrap,Dream,,18.8,203.0,4100.0,MALE
Adelie,Torgersen,,19.2,,3500.0,MALE
Gentoo,Biscoe,45.7,13.9,,4400.0,
Gentoo,Biscoe,53.4,15.8,219.0,5500.0,MALE
,,32.1,15.5,188.0,3050.0,FEMALE
Adelie,Dream,,18.7,185.0,3650.0,MALE
Gentoo,Biscoe,45.5,,214.0,4650.0,
Gentoo,Biscoe,42.0,13.5,,,FEMALE
Gentoo,,43.5,15.2,213.0,4650.0,FEMALE
Chinstrap,Dream,46.4,18.6,190.0,3450.0,FEMALE
